epoch:0, loss: 1.0568934943940904, other:0.94|0.96|0.95, company:0.00|0.00|0.00, address:0.88|0.36|0.51, date:0.00|0.00|0.00, total:0.05|0.38|0.08
epoch:1, loss: 0.7687233200779667, other:0.95|0.95|0.95, company:0.01|0.75|0.02, address:0.87|0.43|0.58, date:0.01|0.10|0.01, total:0.13|0.27|0.17
epoch:2, loss: 0.5778303676181369, other:0.90|0.97|0.93, company:0.43|0.85|0.57, address:0.93|0.45|0.61, date:0.25|0.30|0.27, total:0.47|0.21|0.29
epoch:3, loss: 0.47711747884750366, other:0.88|0.98|0.93, company:0.61|0.84|0.71, address:0.96|0.48|0.64, date:0.47|0.31|0.38, total:0.60|0.21|0.32
epoch:4, loss: 0.4155105948448181, other:0.87|0.98|0.92, company:0.90|0.65|0.76, address:0.93|0.51|0.66, date:0.61|0.31|0.41, total:0.62|0.23|0.34
epoch:5, loss: 0.3752656612131331, other:0.88|0.98|0.93, company:0.83|0.81|0.82, address:0.96|0.52|0.68, date:0.62|0.32|0.42, total:0.67|0.25|0.36
epoch:6, loss: 0.34483528357964977, other:0.88|0.99|0.93, company:0.82|0.82|0.82, address:0.97|0.54|0.69, date:0.72|0.34|0.46, total:0.73|0.25|0.37
epoch:7, loss: 0.3377286140565519, other:0.86|0.99|0.92, company:0.80|0.84|0.82, address:0.98|0.53|0.69, date:0.74|0.33|0.46, total:0.85|0.22|0.35
epoch:8, loss: 0.33670399365601716, other:0.91|0.98|0.94, company:0.75|0.85|0.80, address:0.98|0.52|0.68, date:0.63|0.49|0.55, total:0.70|0.30|0.42
epoch:9, loss: 0.2981516255272759, other:0.88|0.99|0.93, company:0.89|0.80|0.84, address:0.98|0.51|0.68, date:0.73|0.43|0.54, total:0.78|0.28|0.41
epoch:10, loss: 0.29610566408545885, other:0.87|0.99|0.93, company:0.96|0.63|0.76, address:0.91|0.61|0.73, date:0.81|0.35|0.49, total:0.88|0.24|0.38
epoch:11, loss: 0.2706991053289837, other:0.91|0.99|0.95, company:0.93|0.75|0.83, address:0.97|0.58|0.73, date:0.83|0.41|0.55, total:0.69|0.36|0.48
epoch:12, loss: 0.2560663168077116, other:0.92|0.99|0.95, company:0.91|0.81|0.86, address:0.98|0.59|0.73, date:0.74|0.57|0.64, total:0.67|0.38|0.49
epoch:13, loss: 0.24679835030326136, other:0.91|0.99|0.95, company:0.95|0.72|0.82, address:0.97|0.60|0.74, date:0.89|0.42|0.57, total:0.73|0.37|0.49
epoch:14, loss: 0.23668461596524273, other:0.91|0.99|0.95, company:0.89|0.84|0.86, address:0.99|0.61|0.76, date:0.85|0.46|0.60, total:0.79|0.34|0.48
epoch:15, loss: 0.2523162491895534, other:0.86|1.00|0.92, company:0.92|0.79|0.85, address:0.98|0.62|0.76, date:0.91|0.39|0.55, total:0.96|0.21|0.34
epoch:16, loss: 0.247456353019785, other:0.88|0.99|0.93, company:0.96|0.71|0.82, address:0.96|0.60|0.74, date:0.86|0.43|0.57, total:0.92|0.26|0.41
epoch:17, loss: 0.22266228993733725, other:0.91|0.99|0.95, company:0.93|0.80|0.86, address:0.99|0.63|0.77, date:0.82|0.56|0.67, total:0.86|0.32|0.47
epoch:18, loss: 0.20976083035822268, other:0.89|1.00|0.94, company:0.93|0.80|0.86, address:0.99|0.68|0.81, date:0.91|0.40|0.56, total:0.91|0.29|0.44
epoch:19, loss: 0.2194401842576486, other:0.93|0.99|0.96, company:0.96|0.77|0.85, address:0.98|0.66|0.79, date:0.82|0.55|0.66, total:0.72|0.38|0.50
epoch:20, loss: 0.2207357966237598, other:0.87|1.00|0.93, company:0.89|0.84|0.86, address:0.99|0.63|0.77, date:0.91|0.46|0.61, total:0.96|0.22|0.36
epoch:21, loss: 0.19865799888416572, other:0.94|0.99|0.97, company:0.96|0.74|0.83, address:0.98|0.77|0.86, date:0.90|0.53|0.67, total:0.68|0.47|0.56
epoch:22, loss: 0.19427819660416357, other:0.91|1.00|0.95, company:0.97|0.74|0.84, address:0.98|0.63|0.76, date:0.92|0.53|0.67, total:0.90|0.34|0.49
epoch:23, loss: 0.19285805964911426, other:0.90|1.00|0.94, company:0.96|0.71|0.82, address:0.98|0.66|0.79, date:0.93|0.38|0.54, total:0.91|0.34|0.49
epoch:24, loss: 0.19175907141632503, other:0.94|0.99|0.96, company:0.97|0.74|0.84, address:0.98|0.67|0.80, date:0.90|0.61|0.73, total:0.68|0.44|0.53
epoch:25, loss: 0.2189085555297357, other:0.89|0.99|0.94, company:0.97|0.68|0.80, address:0.96|0.60|0.74, date:0.98|0.30|0.46, total:0.74|0.49|0.59
epoch:26, loss: 0.19825257029798296, other:0.92|0.99|0.95, company:0.98|0.68|0.80, address:0.95|0.70|0.81, date:0.80|0.64|0.71, total:0.93|0.32|0.48
epoch:27, loss: 0.1827956427026678, other:0.89|1.00|0.94, company:0.96|0.75|0.84, address:0.99|0.66|0.79, date:0.94|0.53|0.68, total:0.97|0.27|0.43
epoch:28, loss: 0.18427085600517415, other:0.95|0.99|0.97, company:0.91|0.86|0.89, address:0.98|0.78|0.87, date:0.93|0.55|0.69, total:0.69|0.44|0.53
epoch:29, loss: 0.17207678600593848, other:0.93|0.99|0.96, company:0.96|0.75|0.84, address:0.98|0.73|0.84, date:0.92|0.46|0.62, total:0.85|0.43|0.57
epoch:30, loss: 0.15472189723341553, other:0.94|1.00|0.97, company:0.94|0.85|0.89, address:0.98|0.80|0.88, date:0.95|0.60|0.74, total:0.92|0.38|0.53
epoch:31, loss: 0.144864058053052, other:0.94|1.00|0.97, company:0.96|0.83|0.89, address:0.98|0.81|0.89, date:0.96|0.64|0.77, total:0.93|0.37|0.53
epoch:32, loss: 0.18663898551905597, other:0.96|0.99|0.97, company:0.95|0.83|0.89, address:0.91|0.85|0.88, date:0.93|0.65|0.77, total:0.81|0.44|0.57
epoch:33, loss: 0.14301592056398038, other:0.93|1.00|0.96, company:0.98|0.78|0.86, address:0.99|0.78|0.87, date:0.98|0.55|0.71, total:0.93|0.37|0.53
epoch:34, loss: 0.17034485439459482, other:0.93|1.00|0.96, company:0.97|0.76|0.85, address:0.95|0.88|0.92, date:0.99|0.47|0.63, total:0.89|0.38|0.53
epoch:35, loss: 0.17764973419683952, other:0.89|1.00|0.94, company:0.97|0.78|0.87, address:0.97|0.77|0.86, date:0.99|0.36|0.53, total:0.98|0.27|0.42
epoch:36, loss: 0.15805420996966185, other:0.94|0.99|0.97, company:0.96|0.86|0.91, address:0.98|0.83|0.90, date:0.98|0.51|0.67, total:0.85|0.46|0.59
epoch:37, loss: 0.19590463903215197, other:0.91|1.00|0.95, company:0.83|0.89|0.86, address:0.97|0.74|0.84, date:0.97|0.54|0.70, total:0.98|0.26|0.41
epoch:38, loss: 0.2183595261088124, other:0.92|0.99|0.95, company:0.94|0.75|0.84, address:0.98|0.68|0.80, date:0.96|0.41|0.57, total:0.58|0.41|0.48
