epoch:0, loss: 0.5470702335948036, other:0.49, company:0.00, address:0.99, date:0.01, total:0.92
epoch:1, loss: 0.31045804335957483, other:0.57, company:0.00, address:0.98, date:0.03, total:0.93
epoch:2, loss: 0.3733739513726462, other:0.58, company:0.01, address:0.94, date:0.23, total:0.94
epoch:3, loss: 0.44006479453472863, other:0.52, company:0.09, address:0.93, date:0.44, total:0.94
epoch:4, loss: 0.39032957823503583, other:0.51, company:0.16, address:0.94, date:0.52, total:0.95
epoch:5, loss: 0.40209285560108365, other:0.50, company:0.36, address:0.92, date:0.47, total:0.95
epoch:6, loss: 0.3416295749800546, other:0.56, company:0.35, address:0.89, date:0.45, total:0.91
epoch:7, loss: 0.34606580932935077, other:0.55, company:0.40, address:0.84, date:0.49, total:0.94
epoch:8, loss: 0.412321617773601, other:0.51, company:0.56, address:0.70, date:0.52, total:0.94
epoch:9, loss: 0.2646101216475169, other:0.57, company:0.45, address:0.85, date:0.50, total:0.95
epoch:10, loss: 0.3234107717871666, other:0.52, company:0.36, address:0.91, date:0.47, total:0.92
epoch:11, loss: 0.3916537920633952, other:0.48, company:0.60, address:0.82, date:0.51, total:0.95
epoch:12, loss: 0.38019784539937973, other:0.50, company:0.56, address:0.86, date:0.46, total:0.94
epoch:13, loss: 0.3039746349766141, other:0.53, company:0.51, address:0.91, date:0.55, total:0.95
epoch:14, loss: 0.28613990183387483, other:0.54, company:0.53, address:0.78, date:0.53, total:0.97
epoch:15, loss: 0.3842380715977578, other:0.49, company:0.45, address:0.92, date:0.54, total:0.95
epoch:16, loss: 0.384502188932328, other:0.49, company:0.43, address:0.93, date:0.56, total:0.97
epoch:17, loss: 0.26874558336678006, other:0.56, company:0.36, address:0.93, date:0.47, total:0.96
epoch:18, loss: 0.28270586693570726, other:0.54, company:0.54, address:0.88, date:0.45, total:0.96
epoch:19, loss: 0.2935411815132414, other:0.56, company:0.48, address:0.89, date:0.46, total:0.86
epoch:20, loss: 0.30577639838059745, other:0.50, company:0.38, address:0.92, date:0.52, total:0.96
epoch:21, loss: 0.26656288341397333, other:0.55, company:0.60, address:0.80, date:0.50, total:0.95
epoch:22, loss: 0.3161638237890743, other:0.52, company:0.48, address:0.84, date:0.52, total:0.96
epoch:23, loss: 0.33747640748818714, other:0.49, company:0.55, address:0.86, date:0.58, total:0.95
epoch:24, loss: 0.28375995038520724, other:0.52, company:0.36, address:0.93, date:0.58, total:0.96
epoch:25, loss: 0.26492986437820254, other:0.55, company:0.62, address:0.89, date:0.52, total:0.92
epoch:26, loss: 0.28271376845382507, other:0.52, company:0.60, address:0.89, date:0.52, total:0.96
epoch:27, loss: 0.3228786174030531, other:0.50, company:0.44, address:0.93, date:0.69, total:0.93
epoch:28, loss: 0.2980843892409688, other:0.52, company:0.60, address:0.88, date:0.58, total:0.94
epoch:29, loss: 0.3023981717370805, other:0.56, company:0.68, address:0.88, date:0.53, total:0.88
epoch:30, loss: 0.2546109778540475, other:0.53, company:0.48, address:0.93, date:0.58, total:0.95
epoch:31, loss: 0.2623250817259153, other:0.54, company:0.33, address:0.96, date:0.58, total:0.95
epoch:32, loss: 0.31408328527495977, other:0.54, company:0.62, address:0.85, date:0.60, total:0.91
epoch:33, loss: 0.30493582955428533, other:0.54, company:0.56, address:0.92, date:0.57, total:0.89
epoch:34, loss: 0.3220968499070122, other:0.53, company:0.68, address:0.84, date:0.57, total:0.91
epoch:35, loss: 0.3300308504984492, other:0.56, company:0.60, address:0.91, date:0.57, total:0.85
epoch:36, loss: 0.3132112470411119, other:0.59, company:0.59, address:0.89, date:0.58, total:0.70
epoch:37, loss: 0.35414235804762156, other:0.56, company:0.57, address:0.91, date:0.52, total:0.90
epoch:38, loss: 0.21967814507938566, other:0.66, company:0.71, address:0.84, date:0.52, total:0.70
epoch:39, loss: 0.31015397430885405, other:0.61, company:0.55, address:0.91, date:0.58, total:0.76
epoch:40, loss: 0.4374997392296791, other:0.56, company:0.69, address:0.84, date:0.65, total:0.72
epoch:41, loss: 0.40325194604340053, other:0.59, company:0.45, address:0.92, date:0.60, total:0.73
epoch:42, loss: 0.3138255190281641, other:0.59, company:0.50, address:0.91, date:0.67, total:0.76
epoch:43, loss: 0.31590488453706106, other:0.63, company:0.62, address:0.87, date:0.61, total:0.64
epoch:44, loss: 0.32341575140044804, other:0.63, company:0.73, address:0.81, date:0.60, total:0.65
epoch:45, loss: 0.2954672465012187, other:0.63, company:0.47, address:0.92, date:0.67, total:0.65
epoch:46, loss: 0.33550915313618523, other:0.61, company:0.61, address:0.90, date:0.60, total:0.69
epoch:47, loss: 0.4247391612047241, other:0.58, company:0.47, address:0.89, date:0.66, total:0.68
epoch:48, loss: 0.3122861807545026, other:0.64, company:0.53, address:0.92, date:0.59, total:0.65
epoch:49, loss: 0.3351128782544817, other:0.61, company:0.64, address:0.87, date:0.65, total:0.70
epoch:50, loss: 0.40707510532367797, other:0.58, company:0.53, address:0.87, date:0.63, total:0.69
epoch:51, loss: 0.4451936709029334, other:0.58, company:0.58, address:0.86, date:0.62, total:0.64
epoch:52, loss: 0.3941840784890311, other:0.62, company:0.63, address:0.89, date:0.54, total:0.70
epoch:53, loss: 0.37255593077057886, other:0.63, company:0.51, address:0.86, date:0.63, total:0.60
epoch:54, loss: 0.3479918827613195, other:0.59, company:0.59, address:0.86, date:0.70, total:0.55
epoch:55, loss: 0.29970700861442656, other:0.66, company:0.46, address:0.92, date:0.64, total:0.45
epoch:56, loss: 0.3691964434725898, other:0.60, company:0.64, address:0.89, date:0.63, total:0.53
epoch:57, loss: 0.2671923108753704, other:0.70, company:0.49, address:0.93, date:0.63, total:0.38
epoch:58, loss: 0.32979459798052196, other:0.60, company:0.43, address:0.94, date:0.68, total:0.55
epoch:59, loss: 0.331196844010126, other:0.63, company:0.69, address:0.82, date:0.68, total:0.59
epoch:60, loss: 0.2983507256422724, other:0.64, company:0.58, address:0.85, date:0.70, total:0.47
epoch:61, loss: 0.24314666801974888, other:0.62, company:0.60, address:0.89, date:0.73, total:0.56
epoch:62, loss: 0.34819887713307424, other:0.59, company:0.62, address:0.92, date:0.72, total:0.59
epoch:63, loss: 0.33809041267349604, other:0.60, company:0.60, address:0.92, date:0.70, total:0.56
epoch:64, loss: 0.2594787460707483, other:0.63, company:0.73, address:0.86, date:0.73, total:0.42
epoch:65, loss: 0.3669379520274344, other:0.58, company:0.65, address:0.91, date:0.72, total:0.51
epoch:66, loss: 0.2924846188653083, other:0.60, company:0.55, address:0.91, date:0.69, total:0.67
epoch:67, loss: 0.2948434183994929, other:0.64, company:0.63, address:0.87, date:0.66, total:0.53
epoch:68, loss: 0.35710743608928863, other:0.58, company:0.70, address:0.84, date:0.69, total:0.61
