epoch:0, loss: 1.183709376766568, other:0.56, company:0.00, address:0.00, date:0.26, total:0.00
epoch:1, loss: 0.7566284991445995, other:0.68, company:0.00, address:0.00, date:0.32, total:0.00
epoch:2, loss: 0.5845073921339853, other:0.66, company:0.00, address:0.70, date:0.04, total:0.00
epoch:3, loss: 0.5017620872883569, other:0.61, company:0.00, address:0.90, date:0.00, total:0.00
epoch:4, loss: 0.43348488892827713, other:0.63, company:0.00, address:0.95, date:0.01, total:0.00
epoch:5, loss: 0.40470764551843913, other:0.60, company:0.00, address:0.98, date:0.02, total:0.16
epoch:6, loss: 0.37973407734008063, other:0.61, company:0.00, address:0.97, date:0.08, total:0.57
epoch:7, loss: 0.39745358455748786, other:0.60, company:0.00, address:0.97, date:0.08, total:0.73
epoch:8, loss: 0.3833316743373871, other:0.63, company:0.00, address:0.94, date:0.11, total:0.73
epoch:9, loss: 0.4035719428743635, other:0.67, company:0.00, address:0.90, date:0.11, total:0.69
epoch:10, loss: 0.36621934260640826, other:0.58, company:0.00, address:0.96, date:0.18, total:0.87
epoch:11, loss: 0.3668373281047458, other:0.53, company:0.00, address:0.98, date:0.25, total:0.92
epoch:12, loss: 0.3349440353257315, other:0.53, company:0.00, address:0.96, date:0.31, total:0.93
epoch:13, loss: 0.33535615915343875, other:0.56, company:0.00, address:0.97, date:0.37, total:0.84
epoch:14, loss: 0.36224792954467594, other:0.60, company:0.00, address:0.95, date:0.39, total:0.74
epoch:15, loss: 0.35071344389801934, other:0.52, company:0.00, address:0.96, date:0.45, total:0.90
epoch:16, loss: 0.3282220638933636, other:0.57, company:0.00, address:0.97, date:0.40, total:0.85
epoch:17, loss: 0.3349007214818682, other:0.56, company:0.00, address:0.95, date:0.49, total:0.88
epoch:18, loss: 0.3238470842440923, other:0.58, company:0.00, address:0.95, date:0.49, total:0.87
epoch:19, loss: 0.3392253736654917, other:0.60, company:0.00, address:0.93, date:0.53, total:0.77
epoch:20, loss: 0.356935900307837, other:0.51, company:0.00, address:0.97, date:0.60, total:0.90
epoch:21, loss: 0.31393332850365413, other:0.55, company:0.00, address:0.95, date:0.60, total:0.84
