epoch:0, loss: 1.0569106031347204, other:0.94|0.96|0.95, company:0.00|0.00|0.00, address:0.88|0.36|0.51, date:0.00|0.00|0.00, total:0.05|0.38|0.08
epoch:13, loss: 0.2462700268736592, other:0.91|0.99|0.95, company:0.94|0.72|0.82, address:0.98|0.60|0.74, date:0.89|0.42|0.57, total:0.74|0.38|0.50
epoch:14, loss: 0.2360636509127087, other:0.91|0.99|0.95, company:0.89|0.84|0.86, address:0.99|0.61|0.76, date:0.84|0.47|0.61, total:0.76|0.35|0.48
epoch:15, loss: 0.24837745284592663, other:0.87|1.00|0.93, company:0.92|0.78|0.85, address:0.97|0.65|0.78, date:0.91|0.40|0.55, total:0.95|0.22|0.36
epoch:16, loss: 0.2467200099318116, other:0.88|0.99|0.93, company:0.96|0.71|0.82, address:0.96|0.61|0.75, date:0.85|0.44|0.58, total:0.91|0.26|0.41
epoch:17, loss: 0.22305917850247137, other:0.91|0.99|0.95, company:0.93|0.79|0.85, address:0.98|0.65|0.78, date:0.81|0.57|0.67, total:0.86|0.32|0.47
epoch:18, loss: 0.20869675664990037, other:0.89|1.00|0.94, company:0.93|0.80|0.86, address:0.98|0.69|0.81, date:0.91|0.42|0.58, total:0.93|0.28|0.43
epoch:19, loss: 0.22534774850915978, other:0.94|0.99|0.96, company:0.95|0.79|0.86, address:0.98|0.69|0.81, date:0.79|0.57|0.66, total:0.63|0.42|0.50
epoch:20, loss: 0.21751704039397063, other:0.87|1.00|0.93, company:0.90|0.83|0.87, address:0.99|0.64|0.77, date:0.91|0.47|0.62, total:0.97|0.22|0.36
epoch:21, loss: 0.20067819511448895, other:0.95|0.99|0.97, company:0.96|0.73|0.83, address:0.98|0.76|0.85, date:0.89|0.58|0.70, total:0.68|0.48|0.57
epoch:22, loss: 0.19791811649446134, other:0.92|0.99|0.95, company:0.97|0.72|0.83, address:0.98|0.63|0.76, date:0.91|0.54|0.68, total:0.84|0.38|0.52
epoch:23, loss: 0.19656340391547591, other:0.89|1.00|0.94, company:0.97|0.68|0.80, address:0.98|0.64|0.78, date:0.93|0.43|0.59, total:0.94|0.31|0.47
epoch:24, loss: 0.19763980088410554, other:0.95|0.99|0.97, company:0.96|0.76|0.85, address:0.98|0.69|0.81, date:0.90|0.65|0.75, total:0.59|0.45|0.51
epoch:25, loss: 0.226609503781354, other:0.88|0.99|0.93, company:0.97|0.67|0.80, address:0.96|0.61|0.75, date:0.98|0.26|0.41, total:0.82|0.45|0.58
epoch:26, loss: 0.19891868200567034, other:0.93|0.99|0.96, company:0.98|0.72|0.83, address:0.96|0.72|0.83, date:0.78|0.64|0.70, total:0.86|0.36|0.50
epoch:27, loss: 0.18937230938010746, other:0.88|1.00|0.94, company:0.96|0.75|0.84, address:0.99|0.64|0.77, date:0.94|0.46|0.61, total:0.97|0.27|0.43
epoch:28, loss: 0.18752588552457314, other:0.94|0.99|0.96, company:0.90|0.86|0.88, address:0.99|0.74|0.85, date:0.94|0.47|0.63, total:0.74|0.42|0.54
epoch:29, loss: 0.1657532693611251, other:0.93|1.00|0.96, company:0.96|0.78|0.86, address:0.99|0.75|0.85, date:0.92|0.50|0.65, total:0.89|0.40|0.55
epoch:30, loss: 0.1554059593213929, other:0.94|1.00|0.97, company:0.95|0.84|0.89, address:0.98|0.80|0.88, date:0.94|0.65|0.77, total:0.91|0.38|0.53
epoch:31, loss: 0.1499388184812334, other:0.92|1.00|0.96, company:0.95|0.85|0.90, address:0.99|0.80|0.88, date:0.98|0.53|0.69, total:0.96|0.33|0.49
epoch:32, loss: 0.18037798200492505, other:0.95|0.99|0.97, company:0.95|0.83|0.88, address:0.91|0.86|0.89, date:0.94|0.65|0.77, total:0.88|0.38|0.53
epoch:33, loss: 0.14330240228661784, other:0.93|1.00|0.96, company:0.97|0.78|0.86, address:0.99|0.78|0.87, date:0.97|0.59|0.73, total:0.92|0.38|0.54
epoch:34, loss: 0.17184455306441695, other:0.92|1.00|0.96, company:0.97|0.78|0.87, address:0.96|0.87|0.91, date:0.99|0.39|0.56, total:0.92|0.36|0.52
epoch:35, loss: 0.17893452390476508, other:0.89|1.00|0.94, company:0.97|0.81|0.88, address:0.97|0.78|0.87, date:0.99|0.33|0.50, total:0.97|0.28|0.44
epoch:36, loss: 0.16982975077849846, other:0.94|0.99|0.97, company:0.95|0.84|0.89, address:0.97|0.82|0.89, date:0.98|0.42|0.59, total:0.81|0.48|0.60
epoch:37, loss: 0.18888975238358532, other:0.91|1.00|0.95, company:0.84|0.89|0.87, address:0.98|0.74|0.84, date:0.95|0.59|0.73, total:0.98|0.26|0.41
epoch:38, loss: 0.21692947932967432, other:0.93|0.99|0.96, company:0.96|0.70|0.81, address:0.95|0.70|0.80, date:0.94|0.44|0.60, total:0.66|0.44|0.53
epoch:39, loss: 0.18195260730054644, other:0.93|0.99|0.96, company:0.92|0.83|0.87, address:0.99|0.66|0.79, date:0.96|0.46|0.62, total:0.79|0.46|0.58
epoch:40, loss: 0.16120573105635466, other:0.91|1.00|0.95, company:0.94|0.82|0.87, address:0.99|0.71|0.83, date:0.98|0.46|0.62, total:0.95|0.34|0.50
epoch:41, loss: 0.18727221533104224, other:0.89|1.00|0.94, company:0.97|0.76|0.85, address:0.99|0.62|0.76, date:0.95|0.49|0.65, total:0.92|0.29|0.44
epoch:42, loss: 0.17136332033960908, other:0.90|1.00|0.94, company:0.93|0.82|0.88, address:0.99|0.67|0.80, date:0.97|0.48|0.64, total:0.96|0.29|0.44
epoch:43, loss: 0.1548727990852462, other:0.96|0.99|0.97, company:0.96|0.82|0.89, address:0.98|0.81|0.89, date:0.96|0.64|0.77, total:0.71|0.53|0.61
epoch:44, loss: 0.13285142017735374, other:0.93|1.00|0.96, company:0.94|0.84|0.89, address:1.00|0.73|0.84, date:0.96|0.67|0.79, total:0.97|0.34|0.51
epoch:45, loss: 0.13181857930289376, other:0.95|0.99|0.97, company:0.98|0.79|0.87, address:0.99|0.75|0.85, date:0.98|0.66|0.79, total:0.80|0.54|0.65
epoch:46, loss: 0.12936658108675922, other:0.93|1.00|0.96, company:0.95|0.83|0.88, address:0.99|0.81|0.89, date:1.00|0.53|0.69, total:0.98|0.35|0.52
epoch:47, loss: 0.13110012119566952, other:0.94|1.00|0.97, company:0.96|0.84|0.90, address:0.99|0.76|0.86, date:0.99|0.49|0.66, total:0.83|0.54|0.65
epoch:48, loss: 0.12644332592134122, other:0.94|1.00|0.97, company:0.97|0.85|0.90, address:0.99|0.84|0.91, date:0.99|0.55|0.71, total:0.95|0.43|0.59
epoch:49, loss: 0.15455443853581394, other:0.91|1.00|0.95, company:0.98|0.75|0.85, address:0.98|0.74|0.84, date:0.97|0.51|0.66, total:0.98|0.31|0.47
epoch:50, loss: 0.1304136699548474, other:0.94|1.00|0.97, company:0.96|0.85|0.90, address:0.99|0.83|0.90, date:0.98|0.64|0.78, total:0.93|0.38|0.54
epoch:51, loss: 0.12474328224305753, other:0.95|0.99|0.97, company:0.97|0.85|0.90, address:1.00|0.73|0.84, date:0.92|0.78|0.85, total:0.86|0.50|0.63
epoch:52, loss: 0.12502929209559052, other:0.96|0.99|0.98, company:0.98|0.84|0.90, address:0.99|0.85|0.92, date:0.99|0.65|0.79, total:0.73|0.55|0.63
epoch:53, loss: 0.10912551592897486, other:0.94|1.00|0.97, company:0.98|0.85|0.91, address:1.00|0.84|0.91, date:0.98|0.68|0.81, total:0.99|0.34|0.51
epoch:54, loss: 0.14665349490112728, other:0.94|1.00|0.97, company:0.99|0.82|0.90, address:0.99|0.84|0.91, date:0.97|0.40|0.57, total:0.85|0.54|0.66
epoch:55, loss: 0.11692098666120458, other:0.92|1.00|0.96, company:0.99|0.77|0.87, address:0.99|0.80|0.89, date:1.00|0.61|0.75, total:0.99|0.33|0.50
epoch:56, loss: 0.12853441221846473, other:0.94|1.00|0.97, company:0.97|0.82|0.89, address:1.00|0.76|0.86, date:0.95|0.53|0.68, total:0.92|0.44|0.59
epoch:57, loss: 0.12475992518442648, other:0.94|1.00|0.97, company:0.98|0.81|0.89, address:0.99|0.81|0.89, date:0.94|0.70|0.81, total:0.95|0.40|0.56
epoch:58, loss: 0.11570534468800933, other:0.96|0.99|0.98, company:0.98|0.86|0.92, address:0.99|0.86|0.92, date:0.97|0.74|0.84, total:0.80|0.51|0.62
epoch:59, loss: 0.11273726655377282, other:0.93|1.00|0.96, company:0.95|0.87|0.91, address:1.00|0.76|0.86, date:1.00|0.72|0.84, total:0.99|0.34|0.50
epoch:60, loss: 0.11608622857817898, other:0.94|1.00|0.97, company:0.99|0.78|0.87, address:0.99|0.73|0.84, date:0.99|0.65|0.79, total:0.95|0.43|0.59
epoch:61, loss: 0.131598264530853, other:0.93|1.00|0.96, company:0.92|0.85|0.89, address:1.00|0.77|0.87, date:0.99|0.57|0.72, total:0.97|0.35|0.52
epoch:62, loss: 0.147807320786847, other:0.91|1.00|0.95, company:0.96|0.82|0.89, address:1.00|0.63|0.77, date:0.95|0.59|0.73, total:0.98|0.35|0.52
epoch:63, loss: 0.12500961621602377, other:0.96|1.00|0.98, company:0.99|0.77|0.87, address:0.97|0.90|0.93, date:0.98|0.65|0.78, total:0.90|0.50|0.64
epoch:64, loss: 0.10644853087487044, other:0.95|1.00|0.98, company:0.99|0.80|0.88, address:0.99|0.85|0.91, date:0.97|0.69|0.81, total:0.94|0.48|0.63
epoch:65, loss: 0.11542608616528688, other:0.95|1.00|0.97, company:0.99|0.80|0.88, address:0.98|0.83|0.90, date:1.00|0.65|0.79, total:0.89|0.49|0.63
epoch:66, loss: 0.0995468290315734, other:0.94|1.00|0.97, company:0.98|0.84|0.90, address:1.00|0.75|0.86, date:1.00|0.68|0.81, total:0.98|0.46|0.62
epoch:67, loss: 0.10271371155977249, other:0.95|1.00|0.97, company:0.98|0.85|0.91, address:1.00|0.73|0.84, date:0.99|0.70|0.82, total:0.92|0.56|0.70
epoch:68, loss: 0.09798043110856304, other:0.97|1.00|0.98, company:0.96|0.90|0.93, address:0.99|0.87|0.93, date:1.00|0.72|0.84, total:0.88|0.58|0.70
epoch:69, loss: 0.09588974245168545, other:0.96|1.00|0.98, company:0.99|0.81|0.89, address:0.98|0.87|0.92, date:1.00|0.68|0.81, total:0.96|0.51|0.66
epoch:70, loss: 0.09853190845913357, other:0.94|1.00|0.97, company:1.00|0.79|0.88, address:0.99|0.81|0.89, date:1.00|0.63|0.77, total:0.98|0.40|0.56
epoch:71, loss: 0.10026266398253264, other:0.95|1.00|0.97, company:0.99|0.85|0.91, address:0.99|0.87|0.93, date:0.99|0.60|0.75, total:0.96|0.47|0.63
epoch:72, loss: 0.1090855512906004, other:0.95|1.00|0.97, company:0.99|0.85|0.91, address:0.99|0.90|0.94, date:0.94|0.77|0.85, total:0.97|0.40|0.56
epoch:73, loss: 0.09618314576369745, other:0.95|1.00|0.98, company:0.99|0.81|0.89, address:0.99|0.79|0.88, date:1.00|0.72|0.84, total:0.95|0.51|0.66
epoch:74, loss: 0.10472454213433796, other:0.96|1.00|0.98, company:0.96|0.84|0.90, address:1.00|0.82|0.90, date:0.99|0.68|0.81, total:0.85|0.63|0.73
epoch:75, loss: 0.1161916380127271, other:0.94|1.00|0.97, company:0.94|0.88|0.91, address:0.99|0.85|0.91, date:0.98|0.66|0.79, total:0.99|0.37|0.54
epoch:76, loss: 0.11939205201687636, other:0.96|0.99|0.98, company:0.98|0.85|0.91, address:0.99|0.83|0.90, date:0.95|0.67|0.78, total:0.81|0.60|0.69
epoch:77, loss: 0.10155107163720661, other:0.94|1.00|0.97, company:0.99|0.79|0.88, address:0.98|0.82|0.90, date:1.00|0.63|0.78, total:0.99|0.39|0.56
epoch:78, loss: 0.1580249062842793, other:0.93|1.00|0.96, company:0.99|0.80|0.88, address:1.00|0.57|0.72, date:0.93|0.76|0.84, total:0.87|0.51|0.65
epoch:79, loss: 0.18519085838838859, other:0.91|1.00|0.95, company:0.97|0.78|0.86, address:0.98|0.67|0.79, date:0.98|0.33|0.50, total:0.83|0.48|0.61
epoch:80, loss: 0.1218095181716813, other:0.95|1.00|0.97, company:0.97|0.84|0.90, address:0.99|0.82|0.90, date:0.99|0.58|0.73, total:0.87|0.49|0.63
epoch:81, loss: 0.10156938819973557, other:0.96|1.00|0.98, company:0.98|0.88|0.93, address:0.99|0.85|0.92, date:0.95|0.80|0.87, total:0.98|0.43|0.60
epoch:82, loss: 0.10588021603999315, other:0.95|1.00|0.97, company:0.96|0.90|0.93, address:0.99|0.87|0.93, date:1.00|0.68|0.81, total:0.93|0.40|0.56
epoch:83, loss: 0.10475786802945314, other:0.95|1.00|0.97, company:0.98|0.86|0.92, address:0.99|0.84|0.91, date:0.97|0.69|0.81, total:0.96|0.42|0.58
epoch:84, loss: 0.12282617583318993, other:0.95|1.00|0.97, company:0.97|0.89|0.93, address:0.97|0.89|0.93, date:1.00|0.66|0.79, total:0.92|0.36|0.52
epoch:85, loss: 0.10007425866745136, other:0.94|1.00|0.97, company:0.99|0.85|0.91, address:1.00|0.75|0.85, date:0.99|0.73|0.84, total:0.98|0.40|0.56
epoch:86, loss: 0.09103447198867798, other:0.95|1.00|0.97, company:0.99|0.85|0.92, address:0.99|0.87|0.93, date:1.00|0.68|0.81, total:0.99|0.43|0.60
epoch:87, loss: 0.08977470229621287, other:0.95|1.00|0.98, company:0.99|0.86|0.92, address:0.99|0.87|0.93, date:1.00|0.69|0.82, total:0.98|0.46|0.63
epoch:88, loss: 0.08575960593643012, other:0.95|1.00|0.97, company:1.00|0.81|0.89, address:1.00|0.81|0.89, date:1.00|0.68|0.81, total:0.97|0.47|0.64
epoch:89, loss: 0.08200467046764162, other:0.97|1.00|0.98, company:0.98|0.89|0.93, address:1.00|0.89|0.94, date:1.00|0.76|0.86, total:0.97|0.56|0.71
epoch:90, loss: 0.08264140012087645, other:0.97|1.00|0.98, company:0.98|0.87|0.93, address:1.00|0.85|0.92, date:0.99|0.71|0.83, total:0.94|0.61|0.74
epoch:91, loss: 0.0982602917485767, other:0.95|1.00|0.97, company:0.99|0.86|0.92, address:0.99|0.75|0.85, date:0.97|0.72|0.83, total:0.97|0.52|0.68
epoch:92, loss: 0.09023410647555634, other:0.96|1.00|0.98, company:0.98|0.88|0.92, address:1.00|0.88|0.93, date:0.98|0.74|0.84, total:0.94|0.51|0.66
epoch:93, loss: 0.07783937261060432, other:0.95|1.00|0.98, company:1.00|0.85|0.92, address:1.00|0.89|0.94, date:1.00|0.79|0.88, total:1.00|0.41|0.58
epoch:94, loss: 0.0771225459045834, other:0.96|1.00|0.98, company:0.99|0.87|0.93, address:1.00|0.84|0.91, date:1.00|0.73|0.84, total:0.98|0.48|0.65
epoch:95, loss: 0.07652811733660875, other:0.95|1.00|0.98, company:1.00|0.86|0.93, address:1.00|0.86|0.92, date:1.00|0.68|0.81, total:0.99|0.46|0.63
epoch:96, loss: 0.11762423068284988, other:0.95|1.00|0.97, company:0.98|0.88|0.93, address:0.98|0.90|0.94, date:0.87|0.73|0.80, total:0.97|0.40|0.57
epoch:97, loss: 0.1054688490651272, other:0.96|1.00|0.98, company:0.97|0.90|0.93, address:0.99|0.92|0.95, date:0.96|0.65|0.77, total:0.93|0.51|0.66
epoch:98, loss: 0.08211757394450682, other:0.96|1.00|0.98, company:1.00|0.84|0.91, address:1.00|0.84|0.91, date:1.00|0.73|0.84, total:0.97|0.53|0.68
epoch:99, loss: 0.08595410417075511, other:0.95|1.00|0.97, company:1.00|0.84|0.91, address:1.00|0.84|0.91, date:1.00|0.64|0.78, total:0.96|0.47|0.63
epoch:100, loss: 0.09236772965501856, other:0.94|1.00|0.97, company:0.98|0.87|0.92, address:1.00|0.80|0.89, date:0.99|0.58|0.73, total:0.99|0.43|0.60
epoch:101, loss: 0.09296297364764744, other:0.95|1.00|0.97, company:1.00|0.81|0.89, address:0.99|0.83|0.90, date:0.99|0.72|0.83, total:0.99|0.41|0.58
epoch:102, loss: 0.07574550931652387, other:0.95|1.00|0.98, company:0.99|0.86|0.92, address:1.00|0.83|0.91, date:1.00|0.73|0.84, total:0.99|0.47|0.64
epoch:103, loss: 0.07530096656194439, other:0.96|1.00|0.98, company:0.99|0.89|0.94, address:1.00|0.93|0.96, date:0.99|0.73|0.84, total:0.99|0.49|0.65
epoch:104, loss: 0.09071879557989261, other:0.96|1.00|0.98, company:1.00|0.84|0.91, address:0.99|0.90|0.94, date:0.99|0.72|0.83, total:0.94|0.46|0.62
epoch:105, loss: 0.08289065198213966, other:0.96|1.00|0.98, company:0.99|0.83|0.91, address:0.99|0.87|0.92, date:0.99|0.70|0.82, total:0.94|0.58|0.72
epoch:106, loss: 0.07616602174109882, other:0.97|1.00|0.98, company:1.00|0.85|0.92, address:0.98|0.93|0.96, date:1.00|0.76|0.86, total:0.99|0.53|0.69
epoch:107, loss: 0.06357902495397462, other:0.96|1.00|0.98, company:0.99|0.87|0.93, address:1.00|0.86|0.92, date:1.00|0.80|0.89, total:0.99|0.53|0.69
epoch:108, loss: 0.07073333100588233, other:0.97|1.00|0.99, company:1.00|0.87|0.93, address:0.99|0.92|0.96, date:1.00|0.74|0.85, total:0.95|0.64|0.77
epoch:109, loss: 0.08987143939291989, other:0.98|1.00|0.99, company:0.99|0.90|0.94, address:0.98|0.95|0.97, date:0.93|0.83|0.88, total:0.95|0.60|0.74
epoch:110, loss: 0.07929637821184264, other:0.96|1.00|0.98, company:1.00|0.85|0.92, address:1.00|0.79|0.88, date:0.98|0.70|0.82, total:0.95|0.65|0.77
epoch:111, loss: 0.09414416937916367, other:0.95|1.00|0.97, company:1.00|0.80|0.89, address:0.98|0.83|0.90, date:0.99|0.68|0.81, total:0.99|0.44|0.61
epoch:112, loss: 0.10082625487336407, other:0.95|1.00|0.97, company:0.99|0.85|0.91, address:1.00|0.85|0.92, date:1.00|0.57|0.73, total:0.96|0.44|0.61
epoch:113, loss: 0.09758807856727529, other:0.98|1.00|0.99, company:0.99|0.83|0.90, address:0.98|0.91|0.94, date:0.99|0.78|0.87, total:0.81|0.70|0.75
epoch:114, loss: 0.07984475280951571, other:0.96|1.00|0.98, company:1.00|0.81|0.89, address:0.99|0.79|0.88, date:1.00|0.77|0.87, total:0.98|0.61|0.75
epoch:115, loss: 0.0737323722353688, other:0.96|1.00|0.98, company:0.97|0.91|0.94, address:1.00|0.85|0.92, date:1.00|0.76|0.86, total:0.99|0.51|0.67
epoch:116, loss: 0.06552176384462251, other:0.96|1.00|0.98, company:1.00|0.85|0.92, address:0.99|0.91|0.95, date:1.00|0.76|0.86, total:1.00|0.50|0.66
epoch:117, loss: 0.06246883573907393, other:0.97|1.00|0.98, company:1.00|0.85|0.92, address:1.00|0.92|0.96, date:1.00|0.80|0.89, total:0.99|0.52|0.68
epoch:118, loss: 0.06723916296053815, other:0.96|1.00|0.98, company:0.99|0.90|0.94, address:1.00|0.88|0.94, date:1.00|0.76|0.87, total:0.99|0.49|0.66
epoch:119, loss: 0.07748753908607695, other:0.95|1.00|0.98, company:0.99|0.84|0.91, address:1.00|0.79|0.88, date:1.00|0.66|0.80, total:0.98|0.56|0.71
epoch:120, loss: 0.08570043825440937, other:0.96|1.00|0.98, company:1.00|0.80|0.89, address:0.99|0.93|0.96, date:0.98|0.68|0.80, total:0.97|0.48|0.64
epoch:121, loss: 0.07257666204262662, other:0.96|1.00|0.98, company:1.00|0.85|0.92, address:1.00|0.82|0.90, date:0.97|0.76|0.85, total:0.99|0.53|0.69
epoch:122, loss: 0.07816120264706788, other:0.98|1.00|0.99, company:0.99|0.90|0.94, address:0.99|0.93|0.96, date:1.00|0.76|0.86, total:0.91|0.64|0.75
epoch:123, loss: 0.06611749778191249, other:0.96|1.00|0.98, company:1.00|0.84|0.91, address:1.00|0.87|0.93, date:1.00|0.73|0.84, total:1.00|0.50|0.66
epoch:124, loss: 0.0624343398268576, other:0.97|1.00|0.98, company:1.00|0.87|0.93, address:1.00|0.87|0.93, date:1.00|0.75|0.86, total:0.98|0.59|0.74
epoch:125, loss: 0.05871577395333184, other:0.97|1.00|0.99, company:1.00|0.86|0.92, address:1.00|0.92|0.96, date:1.00|0.76|0.86, total:0.99|0.62|0.77
epoch:126, loss: 0.06625574785802099, other:0.96|1.00|0.98, company:1.00|0.85|0.92, address:1.00|0.88|0.94, date:1.00|0.67|0.81, total:0.99|0.50|0.67
epoch:127, loss: 0.07405486426971576, other:0.96|1.00|0.98, company:1.00|0.85|0.92, address:1.00|0.88|0.93, date:0.99|0.67|0.80, total:1.00|0.49|0.66
epoch:128, loss: 0.08001463391162732, other:0.95|1.00|0.97, company:1.00|0.87|0.93, address:1.00|0.92|0.96, date:1.00|0.64|0.78, total:0.99|0.42|0.59
epoch:129, loss: 0.06738553347962874, other:0.96|1.00|0.98, company:1.00|0.88|0.93, address:1.00|0.90|0.94, date:1.00|0.73|0.84, total:0.99|0.49|0.66
epoch:130, loss: 0.06632887282305294, other:0.96|1.00|0.98, company:1.00|0.88|0.93, address:1.00|0.88|0.93, date:1.00|0.69|0.81, total:0.99|0.51|0.68
epoch:131, loss: 0.05576154037758156, other:0.97|1.00|0.99, company:1.00|0.88|0.94, address:1.00|0.94|0.97, date:1.00|0.78|0.88, total:0.98|0.61|0.75
epoch:132, loss: 0.05819107757674323, other:0.97|1.00|0.98, company:1.00|0.89|0.94, address:1.00|0.89|0.94, date:1.00|0.81|0.89, total:0.97|0.56|0.71
epoch:133, loss: 0.06762723017621923, other:0.97|1.00|0.98, company:1.00|0.88|0.94, address:0.99|0.95|0.97, date:1.00|0.83|0.91, total:0.98|0.50|0.66
epoch:134, loss: 0.05594958834074162, other:0.97|1.00|0.99, company:0.99|0.91|0.95, address:1.00|0.88|0.94, date:1.00|0.87|0.93, total:0.99|0.59|0.74
epoch:135, loss: 0.06742239026007829, other:0.97|1.00|0.99, company:1.00|0.87|0.93, address:0.99|0.94|0.97, date:1.00|0.77|0.87, total:0.94|0.57|0.71
epoch:136, loss: 0.0836198945288305, other:0.95|1.00|0.97, company:0.99|0.90|0.94, address:1.00|0.92|0.95, date:1.00|0.52|0.69, total:1.00|0.43|0.61
epoch:137, loss: 0.06420434666452585, other:0.96|1.00|0.98, company:1.00|0.83|0.91, address:1.00|0.90|0.95, date:1.00|0.70|0.82, total:0.99|0.49|0.65
epoch:138, loss: 0.05278641082070492, other:0.98|1.00|0.99, company:1.00|0.88|0.94, address:1.00|0.94|0.97, date:1.00|0.82|0.90, total:0.95|0.70|0.81
epoch:139, loss: 0.05512507108074648, other:0.97|1.00|0.98, company:0.99|0.89|0.94, address:1.00|0.87|0.93, date:1.00|0.71|0.83, total:0.98|0.67|0.80
epoch:140, loss: 0.04520452581346035, other:0.98|1.00|0.99, company:1.00|0.88|0.93, address:1.00|0.92|0.96, date:1.00|0.85|0.92, total:0.99|0.62|0.76
epoch:141, loss: 0.05947623953775123, other:0.97|1.00|0.98, company:1.00|0.84|0.91, address:1.00|0.92|0.96, date:1.00|0.69|0.82, total:0.97|0.61|0.75
epoch:142, loss: 0.07130978601398291, other:0.96|1.00|0.98, company:0.98|0.90|0.94, address:1.00|0.84|0.91, date:0.95|0.83|0.88, total:1.00|0.54|0.70
epoch:143, loss: 0.07387284396423234, other:0.95|1.00|0.98, company:1.00|0.82|0.90, address:0.99|0.82|0.90, date:1.00|0.65|0.79, total:0.99|0.51|0.68
epoch:144, loss: 0.0648480668939926, other:0.96|1.00|0.98, company:1.00|0.85|0.92, address:1.00|0.90|0.95, date:1.00|0.74|0.85, total:1.00|0.46|0.63
epoch:145, loss: 0.06637420891611664, other:0.96|1.00|0.98, company:1.00|0.89|0.94, address:1.00|0.86|0.92, date:1.00|0.61|0.76, total:0.98|0.62|0.76
epoch:146, loss: 0.07713039536718969, other:0.96|1.00|0.98, company:0.99|0.84|0.91, address:1.00|0.76|0.86, date:0.99|0.71|0.83, total:0.97|0.68|0.80
epoch:147, loss: 0.0747372375594245, other:0.96|1.00|0.98, company:0.99|0.86|0.92, address:1.00|0.77|0.87, date:1.00|0.70|0.82, total:0.93|0.71|0.80
epoch:148, loss: 0.057345005649107474, other:0.97|1.00|0.98, company:1.00|0.87|0.93, address:1.00|0.90|0.94, date:1.00|0.70|0.83, total:0.99|0.64|0.78
epoch:149, loss: 0.06914731253076482, other:0.98|1.00|0.99, company:1.00|0.89|0.94, address:0.99|0.95|0.97, date:0.92|0.88|0.90, total:0.97|0.71|0.82
epoch:150, loss: 0.05199753175731058, other:0.98|1.00|0.99, company:1.00|0.89|0.94, address:1.00|0.91|0.95, date:1.00|0.77|0.87, total:0.96|0.71|0.81
epoch:151, loss: 0.05613318375415272, other:0.98|1.00|0.99, company:1.00|0.88|0.94, address:1.00|0.88|0.93, date:1.00|0.76|0.86, total:0.95|0.74|0.83
epoch:152, loss: 0.07465379754150356, other:0.96|1.00|0.98, company:1.00|0.86|0.92, address:1.00|0.89|0.94, date:1.00|0.53|0.69, total:0.94|0.71|0.81
epoch:153, loss: 0.06814402259058422, other:0.96|1.00|0.98, company:0.99|0.91|0.95, address:1.00|0.85|0.92, date:0.99|0.58|0.73, total:0.98|0.65|0.78
epoch:154, loss: 0.0751298383154251, other:0.96|1.00|0.98, company:0.99|0.88|0.93, address:1.00|0.88|0.93, date:0.96|0.71|0.82, total:0.99|0.49|0.66
epoch:155, loss: 0.07022421586292761, other:0.97|1.00|0.99, company:1.00|0.88|0.93, address:1.00|0.89|0.94, date:1.00|0.73|0.84, total:0.89|0.70|0.78
